user_id,sentiment_analysis,posted,item_id,recommend
elind21,1,2013,220200,True
Elk160,1,2014,440,True
Elk160,1,2014,8930,True
Elk160,1,2014,242920,True
Elk160,1,2014,206190,True
Elk160,1,2014,105600,True
Elk160,1,2014,221640,True
Elk160,1,2014,304930,True
Elk160,1,2014,65300,True
elkpodeush,1,2015,224260,True
elkpodeush,1,2014,24240,True
Elkurr,1,2014,48000,True
76561197973337386,1,2011,61500,True
76561198076357381,1,2014,238960,True
elrims,2,2015,319630,True
elrims,2,2015,322330,True
elrims,2,2014,246620,True
Elt0r,1,2015,271590,True
marshythemarshmallowman,1,2015,264710,True
Boracks,1,2013,207230,True
76561198071534186,0,2014,216150,True
76561198071534186,0,2015,237310,True
76561198045272489,2,2014,6060,True
Ember1654,2,2014,200210,True
Ember1654,2,2014,18500,True
Ember1654,2,2014,238460,True
Ember1654,2,2014,107100,True
76561198049440934,2,2015,268650,True
76561198088869440,2,2015,346250,True
76561198011526765,1,2014,252490,True
EmperorFaiz,1,2014,269450,True
EmperorFaiz,1,2015,206420,True
emporer88,1,2015,233250,True
emporer88,1,2015,244850,True
emporer88,1,2015,375910,False
emporer88,1,2014,245620,True
mting4,2,2015,232090,True
76561198040378347,1,2013,570,True
76561198065344627,2,2015,109600,True
76561198065344627,2,2015,250320,True
76561198065344627,2,2015,204360,True
76561198065344627,2,2015,250760,True
76561198065344627,2,2013,49520,True
EngesDesTodes,1,2014,4000,True
EngesDesTodes,1,2013,440,True
whoisENIGMA,1,2014,730,True
whoisENIGMA,1,2015,252490,True
whoisENIGMA,1,2014,220240,True
whoisENIGMA,1,2014,49520,True
76561198112984906,2,2014,220240,True
Enska,1,2015,208650,False
76561198053524100,1,2015,206500,False
epicbudgie,1,2015,319630,True
epicbudgie,1,2015,359320,True
epicbudgie,1,2014,8190,True
CaptainCrytec,2,2015,230410,True
CaptainCrytec,2,2015,232090,True
CaptainCrytec,2,2013,4000,True
CaptainCrytec,2,2013,218230,True
epiclyralphy,1,2015,346110,True
76561198094065803,2,2015,311400,False
76561198094065803,2,2015,298630,True
76561198094065803,2,2015,55230,True
youareverygay,0,2014,248570,True
epicsnail1996,0,2014,251570,False
epicsnail1996,0,2015,367580,True
doyouwantorp,0,2014,319510,True
doyouwantorp,0,2015,332800,True
doyouwantorp,0,2015,388090,True
Eralus,1,2015,361800,True
76561198096686903,1,2013,440,True
holy_angel_of_death,2,2014,8930,True
radiusstep,1,2014,304930,True
76561197971124277,2,2014,217140,False
76561197971124277,2,2014,265300,False
76561198052272007,1,2015,311210,True
76561198052272007,1,2015,333930,True
escapetradingprofile,0,2014,730,True
76561198048432706,1,2014,247304,False
76561198048432706,1,2015,301910,True
76561198048432706,1,2014,4000,True
esem88,2,2013,4920,True
esem88,2,2013,4000,True
esem88,2,2013,220240,True
76561198095949314,2,2014,250900,True
76561198095949314,2,2014,113200,True
12DeAgostoAs12HRSe26MIN,1,2013,440,True
12DeAgostoAs12HRSe26MIN,1,2015,230410,True
AlastorSeah,2,2014,207350,True
AlastorSeah,2,2014,35450,True
Esvada,1,2013,570,True
DEx-XYZ,2,2014,304930,True
DEx-XYZ,2,2013,550,True
EDeSpAiR21,2,2013,20570,True
eternalblast,1,2014,244850,True
eterna_amn,0,2013,8190,True
76561198070692098,1,2015,242760,True
TempestNZ,1,2014,204880,True
TempestNZ,1,2014,289340,False
ethreneral,2,2014,214950,True
Etoka,1,2014,42890,True
Etoka,1,2014,290080,True
Etoka,1,2014,204880,True
ETomb,1,2015,238370,True
luizturazzi,1,2014,206420,True
Pinguinbeta18,1,2015,113200,True
Pinguinbeta18,1,2014,440,True
Eudanil,1,2013,222730,True
Eudanil,1,2012,72850,True
Tropic_Thunder_,1,2014,4000,True
Tropic_Thunder_,1,2015,248570,False
Tropic_Thunder_,1,2015,304930,True
76561198015083155,2,2014,219740,True
Everae,1,2013,221790,True
Everae,1,2013,3830,True
Everae,1,2013,221360,True
Everae,1,2013,107100,True
Everae,1,2012,212500,True
Everae,1,2012,212220,True
Everae,1,2012,200210,True
Everae,1,2012,104700,True
Everae,1,2012,212180,True
BitchIAmGod,1,2014,218620,True
BitchIAmGod,1,2015,730,False
BitchIAmGod,1,2014,4000,True
76561198062630600,1,2014,289650,True
Eviloverlord1987BC,2,2014,283880,True
Eviloverlord1987BC,2,2014,220200,True
76561198102826090,1,2015,730,True
76561198080634902,1,2015,274170,True
evilkenshin,2,2013,237630,True
76561198088356010,2,2014,440,True
76561197981374310,2,2012,200510,True
76561197970532600,1,2015,388520,False
Exhilaration,1,2012,440,True
76561198128996717,2,2015,313120,True
76561198128996717,2,2014,730,True
chroniclescreation,1,2015,218620,True
chroniclescreation,1,2014,730,True
Exodus20010,1,2013,550,True
fam4,2,2014,730,True
fam4,2,2015,218620,True
Externalz,2,2015,730,True
Externalz,2,2014,218230,True
ExtraSpicySauce,1,2014,219640,True
chrisread672,2,2015,289650,True
Ezenthar,2,2013,212680,True
Ezenthar,2,2013,22380,True
Ezenthar,2,2013,211820,True
gaynurds,2,2013,256410,True
faffandtheworldfaffswithyou,1,2015,234140,True
faffandtheworldfaffswithyou,1,2015,319630,True
faffandtheworldfaffswithyou,1,2015,218620,True
faffandtheworldfaffswithyou,1,2015,204100,True
faffandtheworldfaffswithyou,1,2014,24240,True
faffandtheworldfaffswithyou,1,2014,202170,True
fab032,2,2014,227940,True
fab032,2,2014,107410,True
feechdoingwork,1,2015,440,True
minecraftmodder,1,2014,4000,True
LucasArthur,1,2015,227680,False
LucasArthur,1,2014,221380,True
LucasArthur,1,2013,48240,True
LucasArthur,1,2015,91333,True
LucasArthur,1,2013,231430,True
LucasArthur,1,2013,48700,True
LucasArthur,1,2012,22600,True
76561198098358388,1,2014,570,True
76561198098358388,1,2014,1250,True
76561198098358388,1,2014,440,True
dogrider,0,2014,243870,True
dogrider,0,2013,570,True
dogrider,0,2014,230410,True
dogrider,0,2015,352460,True
76561198060177221,1,2015,45100,False
76561198060177221,1,2015,228260,False
breadedaustralia,2,2014,242760,True
breadedaustralia,2,2014,261640,False
breadedaustralia,2,2014,209650,False
breadedaustralia,2,2014,108600,True
breadedaustralia,2,2014,440,True
breadedaustralia,2,2012,219740,True
digitalgateway777,1,2015,730,True
Faawks,2,2014,236150,True
Faawks,2,2015,234140,True
Faawks,2,2014,6910,True
Faawks,2,2014,270850,True
fabledhyperdrive,1,2014,211820,True
fabledhyperdrive,1,2014,248550,True
bigchillkid,1,2015,393420,True
76561198090604018,1,2014,440,True
FadedTemplar,1,2014,220050,False
FadedTemplar,1,2013,203160,True
FadedTemplar,1,2012,207610,True
FadedTemplar,1,2012,200010,True
FadedTemplar,1,2011,72850,True
FadedTemplar,1,2011,620,True
FadedTemplar,1,2011,8500,True
FadedTemplar,1,2010,70400,True
FadedTemplar,1,2010,1250,True
76561198032428003,1,2014,239160,True
Ifuckedmycompanioncube,1,2014,33230,True
Ifuckedmycompanioncube,1,2014,236730,True
Ifuckedmycompanioncube,1,2014,41100,False
Ifuckedmycompanioncube,1,2014,400,True
Ifuckedmycompanioncube,1,2014,265770,False
Ifuckedmycompanioncube,1,2014,4000,True
Ifuckedmycompanioncube,1,2014,245550,True
Ifuckedmycompanioncube,1,2013,72850,False
FahRockZa,1,2014,304930,True
failninja1,1,2014,221100,True
gramedota,1,2014,570,True
oishigreenteaisaverynicedrink,1,2013,209870,True
oishigreenteaisaverynicedrink,1,2013,234710,True
FALL3NAngel,1,2014,208090,True
FALL3NAngel,1,2014,319130,True
ManFallout,1,2014,17410,True
ManFallout,1,2015,265930,False
76561198076307555,2,2015,22370,True
Wharbagarble,1,2015,391540,True
Wharbagarble,1,2013,104700,True
Wharbagarble,1,2013,440,True
76561197965059579,1,2014,230410,True
76561198061001172,1,2015,348090,True
76561198061001172,1,2014,264200,True
76561198061001172,1,2012,440,True
76561198083453517,1,2014,208090,False
Deathomega313,1,2013,570,True
fantomexican,0,2014,7670,True
fantomexican,0,2014,211400,True
76561198077199736,1,2014,230410,True
76561197987394736,2,2015,207610,True
76561197987394736,2,2015,730,True
76561197987394736,2,2015,48240,True
76561197987394736,2,2014,70000,False
farsight87,2,2014,570,True
Billy_The_Dog,1,2015,730,True
fastik4321,1,2013,4000,True
FatChicken420,0,2015,319630,True
FatChicken420,0,2015,440,True
FatChicken420,0,2015,265630,True
FatChicken420,0,2014,220,True
feemdeusenosirmao,1,2015,730,True
76561198093380344,2,2014,238010,True
fatkings,1,2013,42910,True
fatkings,1,2013,550,True
76561198041749839,1,2015,39210,True
bbcsfaul,1,2015,730,True
76561198077794867,2,2013,440,True
76561198066375702,1,2014,239030,True
EthoXGaming,2,2014,24240,True
EthoXGaming,2,2015,312990,True
EthoXGaming,2,2015,243870,False
EthoXGaming,2,2015,304930,True
76561197971077817,1,2013,9200,True
fazz,2,2014,20,True
nene_oficial,1,2015,252490,True
nene_oficial,1,2015,730,True
76561198011735059,2,2013,440,True
76561198011735059,2,2013,206420,True
76561198011735059,2,2012,212180,True
federige,1,2015,252490,False
federige,1,2013,91310,True
76561198049506705,1,2014,211420,True
76561198049506705,1,2015,12900,True
Johnnyfuckingwonny,0,2015,301520,True
76561198085571748,1,2015,223710,False
76561198085571748,1,2015,261980,False
76561198085571748,1,2015,70,True
76561198085571748,1,2013,224260,False
76561198050582418,2,2014,220860,True
choprang,2,2014,570,True
choprang,2,2014,230410,True
76561198057540371,1,2014,72850,False
76561198057540371,1,2014,65980,True
Flashfennec,1,2014,243870,True
Flashfennec,1,2015,383080,True
AzzCat95,2,2014,225080,True
FestiveDuckGaming,0,2015,289950,True
ITS-A-FIDO,1,2013,620,True
ITS-A-FIDO,1,2014,6060,True
FieryWolf29,1,2014,219890,True
FieryWolf29,1,2015,391540,True
FiggidyJiggidy,0,2013,43160,True
FiggidyJiggidy,0,2012,113420,True
76561198059849113,2,2015,730,True
76561198093816684,1,2015,304930,True
76561198079316104,1,2015,218620,True
76561198079316104,1,2014,440,True
76561198090110632,1,2013,113200,True
thisisTAYZ,1,2014,570,True
thisisTAYZ,1,2014,304930,True
76561198078144206,1,2014,259080,True
Findoogle,1,2014,296470,True
Findoogle,1,2014,208090,True
Findoogle,1,2014,550,True
Findoogle,1,2014,250260,True
Findoogle,1,2014,4000,True
Findoogle,1,2014,319510,True
Findoogle,1,2014,22330,True
Findoogle,1,2014,45740,True
Findoogle,1,2014,240,True
Findoogle,1,2014,257750,True
Nightmare3456,2,2014,313340,True
finnix17,1,2014,232010,True
finnix17,1,2014,440,True
killthewildlife,1,2015,107410,True
FireBathz,2,2014,244850,True
76561198079354308,2,2015,730,True
76561198059743525,1,2014,212680,True
76561198059743525,1,2013,105450,True
76561198059743525,1,2013,8930,True
76561198059743525,1,2013,221380,True
76561198012424984,1,2014,4000,False
FireHalo,1,2014,243870,True
FireHalo,1,2015,730,True
FireHalo,1,2014,230410,True
76561198064195918,2,2015,730,True
firestarter2001,2,2013,48240,True
firestarter2001,2,2014,301520,True
firestarter2001,2,2014,242760,True
firnin_hanks,1,2015,271590,True
firnin_hanks,1,2014,570,True
firnin_hanks,1,2015,218620,True
mfsdb,1,2014,221100,False
76561198075473858,1,2013,226700,True
bails121,1,2014,289950,True
bails121,1,2012,4000,True
FEEEEESH,2,2015,322170,True
unaffected,2,2013,209160,True
76561198071559369,1,2015,231430,True
fissuretf2,2,2015,440,True
76561198086945652,1,2014,72850,True
76561198032750680,2,2014,332800,True
76561198032750680,2,2015,337320,True
wackytobaccy,2,2015,47410,False
wackytobaccy,2,2015,8870,True
wackytobaccy,2,2015,248860,True
wackytobaccy,2,2015,262790,False
FlameOfNagashi,1,2014,282800,True
FlameOfNagashi,1,2014,261700,True
FlameOfNagashi,1,2014,252330,True
flamesnz,1,2014,570,True
FlandersRJ,1,2013,8930,True
FlappyPants,1,2015,730,True
Flatesprofile,2,2015,393010,True
Flatesprofile,2,2015,204371,True
Flatesprofile,2,2015,204372,True
Flatesprofile,2,2015,204360,True
Flatesprofile,2,2015,219740,True
Flatesprofile,2,2015,322330,True
Flatesprofile,2,2014,4000,True
pancakesss,1,2015,243470,False
pancakesss,1,2015,4000,True
pancakesss,1,2014,72850,True
pancakesss,1,2014,221910,True
pancakesss,1,2014,206420,True
flechertel,0,2014,211420,False
76561198028154730,2,2014,218620,True
76561198034942053,1,2015,289650,True
flix141,1,2015,221100,True
Connorispurple,0,2014,319510,True
FloppyMop,0,2015,730,True
76561198061775209,2,2013,4700,True
JimmyNaar,2,2014,244850,True
JimmyNaar,2,2014,70000,True
76561198024527983,1,2014,221100,True
76561198024527983,1,2015,344760,True
76561198024527983,1,2012,215470,True
FlutterBrave,1,2013,201070,False
FlutterBrave,1,2013,1690,True
FlutterBrave,1,2013,211820,True
FlutterBrave,1,2013,22380,True
FlutterBrave,1,2011,620,True
FlutterBrave,1,2013,204880,True
76561198046418559,1,2015,316010,True
heetesh,2,2014,264120,True
heetesh,2,2014,730,True
76561198088743596,0,2014,301520,True
76561198088743596,0,2014,440,True
76561198088743596,0,2014,1840,True
foe99FTW,2,2013,4000,True
foe99FTW,2,2015,387860,True
foe99FTW,2,2014,245470,True
fhmmr,1,2014,211820,True
fhmmr,1,2015,312990,True
76561198069934081,1,2013,40700,True
76561198147471031,1,2014,221100,True
76561198147471031,1,2014,227940,False
76561198147471031,1,2014,113420,True
76561198147471031,1,2014,250500,True
76561198147471031,1,2014,8930,True
76561198147471031,1,2014,72850,True
vietsupercar,0,2015,252950,True
76561198027084051,1,2013,219890,True
76561197981425218,0,2014,730,True
76561197981425218,0,2014,252490,True
PepperMinty,2,2014,312990,True
76561198110959352,1,2014,4000,True
jarrodnolan,0,2014,208600,False
76561197999075044,1,2015,226720,True
szinc,1,2014,207230,True
76561198092054106,1,2014,570,True
forumjoe,2,2011,26500,True
76561198087142327,1,2014,570,True
76561198059167447,1,2013,107410,True
76561198065054063,1,2014,570,True
76561198053170819,1,2014,218470,False
76561198074244100,1,2015,284160,True
76561198074244100,1,2015,377160,True
76561198074244100,1,2015,290080,True
podeirladenunciar,1,2015,10180,True
podeirladenunciar,1,2015,209160,False
podeirladenunciar,1,2015,319630,True
podeirladenunciar,1,2015,271590,True
podeirladenunciar,1,2014,12120,True
podeirladenunciar,1,2013,237110,True
SqrRoot1,2,2015,218620,True
SqrRoot1,2,2014,440,True
FRANK00010,2,2015,440,True
76561198059271374,2,2014,265930,True
76561198091199302,1,2015,72850,True
76561198091199302,1,2015,221100,True
76561198091199302,1,2014,4000,True
76561198091199302,1,2014,227940,True
76561198091199302,1,2014,226700,True
76561198091199302,1,2013,236390,True
gdy3120,1,2014,500,True
76561198041589240,0,2014,301520,False
76561198041589240,0,2012,10180,True
113595,1,2014,274190,True
fredericktb,1,2014,4000,True
76561198071717735,1,2015,730,True
76561198068890475,1,2014,218620,True
beautifulgu00d,1,2013,730,True
beautifulgu00d,1,2013,209080,False
beautifulgu00d,1,2014,252490,False
Freefyre,2,2014,99900,True
fraserj,1,2015,335670,True
76561198089576595,2,2014,220240,True
76561198089576595,2,2014,218620,True
434238948,2,2015,9930,True
434238948,2,2015,104900,True
434238948,2,2015,374570,True
434238948,2,2014,304930,True
434238948,2,2014,4000,True
434238948,2,2014,49520,True
434238948,2,2014,63380,True
limlolhao,0,2015,730,True
limlolhao,0,2015,265890,True
limlolhao,0,2015,440,True
BloodNihilist,2,2013,250320,True
BloodNihilist,2,2013,212680,True
76561198067805986,1,2015,440,True
76561198067805986,1,2015,225540,True
76561198067805986,1,2015,213650,True
76561198067805986,1,2015,8870,True
76561198067805986,1,2015,7670,True
76561198067805986,1,2015,359050,True
76561198085097560,2,2014,730,True
frikcha,1,2014,211820,True
frikcha,1,2015,391540,True
frikcha,1,2015,268750,True
frikcha,1,2015,207140,True
frikcha,1,2015,265930,True
frikcha,1,2015,304930,False
frikcha,1,2015,241600,True
Frizick,2,2014,238960,True
astrophysicsblackguy,2,2014,730,True
astrophysicsblackguy,2,2015,317360,True
Gun_p0wder,2,2015,4000,True
thefrog,1,2015,319630,True
thefrog,1,2013,107100,True
Ni7rogen,0,2014,440,True
Frogpro007,1,2014,243870,True
Frogpro007,1,2014,236390,True
Frogpro007,1,2014,65790,False
Frogpro007,1,2014,239660,True
Frogpro007,1,2014,51100,False
joex10,1,2013,7940,True
DezDarkshard,1,2014,242700,True
Froppz,1,2014,248820,True
Froppz,1,2014,274940,True
Froppz,1,2015,233740,False
Froppz,1,2015,34900,True
FrostieDaFurry,1,2015,334230,True
FrostyBlizzard,1,2015,266840,True
FrostyBlizzard,1,2015,8930,False
FrostyBlizzard,1,2014,96100,True
FrostyBlizzard,1,2014,63380,False
76561198188011631,1,2015,72850,True
FRSH_MEXICAN,0,2014,201510,True
Thegreatboxbox,2,2014,570,True
HNSNGIRAFFE,1,2015,238210,True
jj_teh_jetplane,2,2015,387860,True
jj_teh_jetplane,2,2015,286160,True
jj_teh_jetplane,2,2015,203770,True
venbeer,1,2015,218620,False
venbeer,1,2015,333930,False
Aclol0107,1,2014,218620,True
76561198015904026,1,2014,252490,True
76561198015904026,1,2015,296470,True
InwPaiyouknow,1,2015,218620,False
InwPaiyouknow,1,2014,231140,True
serafiki,1,2015,348290,False
serafiki,1,2014,293900,True
serafiki,1,2014,247080,True
serafiki,1,2015,351510,True
fummywumkins,1,2014,211820,False
fummywumkins,1,2015,221100,False
fummywumkins,1,2014,34900,False
fummywumkins,1,2014,212180,False
fummywumkins,1,2012,570,True
fummywumkins,1,2014,265930,False
76561198067106876,2,2014,730,True
Imascatman,0,2015,34900,False
Imascatman,0,2015,32350,False
Imascatman,0,2013,219740,True
76561198047823134,1,2012,440,True
funnysuntadm,1,2013,230410,True
funnysuntadm,1,2013,4000,True
funnysuntadm,1,2013,730,True
funnysuntadm,1,2013,7670,True
funnysuntadm,1,2013,35450,True
funnysuntadm,1,2013,550,True
funnysuntadm,1,2013,218620,True
FURYZ619,0,2014,204360,True
76561198053195906,1,2014,222880,True
76561198053195906,1,2015,287700,True
76561198082699893,1,2015,212070,True
76561198082699893,1,2015,236390,True
76561198082699893,1,2014,248860,True
Hikofuyu,1,2015,355180,False
76561198057416678,1,2014,238430,True
fuzzi99,1,2013,258200,True
fuzzi99,1,2015,224060,True
fuzzi99,1,2015,48240,True
fuzzi99,1,2014,241930,True
76561198058535518,1,2014,115320,False
76561198058535518,1,2015,319630,True
xenial,1,2014,230410,True
76561198172234061,2,2015,417860,True
Celerius,2,2014,6060,True
banksyyo,1,2013,218620,True
banksyyo,1,2015,417860,True
banksyyo,1,2014,105800,True
banksyyo,1,2014,12140,True
76561198010653835,1,2014,294540,True
76561198010653835,1,2015,218620,False
76561198010653835,1,2015,17570,True
76561198010653835,1,2014,287450,True
76561198084132579,1,2014,440,True
76561198072930493,1,2015,342570,False
76561198072930493,1,2014,233250,True
76561198072930493,1,2015,236390,True
76561198072930493,1,2014,220200,True
76561198059241716,1,2015,4000,False
76561198059241716,1,2015,304930,True
76561198059241716,1,2015,342480,True
76561198059241716,1,2015,224260,True
76561198064006861,2,2015,302510,True
76561198064006861,2,2014,440,True
GabrielTeo,1,2013,221100,True
GabrielTeo,1,2014,226700,False
gabbler123,1,2015,219830,False
gabbler123,1,2015,40800,True
gabbler123,1,2015,1250,True
gabbler123,1,2015,353090,True
gabbler123,1,2015,322170,True
drilljose,1,2014,4000,True
drilljose,1,2013,212800,True
76561198067791616,1,2015,423880,True
76561198067791616,1,2015,412140,True
pancakes37,1,2014,6060,True
pancakes37,1,2015,359320,True
pancakes37,1,2015,259450,True
pancakes37,1,2015,266430,True
pancakes37,1,2014,265930,True
pancakes37,1,2014,104900,True
pancakes37,1,2014,301520,True
pancakes37,1,2013,4000,True
76561198084533872,1,2014,231060,False
76561198007914001,2,2014,252490,True
gamerexq,1,2014,245280,True
gamerexq,1,2014,207610,True
gamerexq,1,2015,388520,True
gamerexq,1,2013,7670,True
gamerexq,1,2013,227100,True
76561198032459795,1,2015,203770,True
Gamester101,1,2014,113400,True
Gamester101,1,2013,550,True
Gamester101,1,2014,211820,True
Gamester101,1,2014,223710,True
Gamester101,1,2013,213650,True
Gamester101,1,2013,500,True
76561198152535010,1,2015,249130,True
76561198152535010,1,2015,312990,True
76561198152535010,1,2015,213330,True
RMOS,1,2015,211420,True
76561198046061239,2,2014,1250,True
76561198067309171,1,2015,730,True
76561198067309171,1,2015,313120,True
76561198067309171,1,2015,242760,True
76561198067309171,1,2015,370100,True
76561198067309171,1,2014,218620,True
76561198067309171,1,2015,304050,False
76561198074937351,1,2015,322910,True
76561198074937351,1,2015,251170,True
76561198074937351,1,2015,204530,True
deleteme14,0,2014,237310,True
Gatsukama,2,2012,440,True
Gatsukama,2,2011,99910,True
Gatsukama,2,2011,42910,True
PresidentialHomo,2,2013,221640,True
PresidentialHomo,2,2013,440,True
PresidentialHomo,2,2015,211420,True
Gazza9900,0,2013,224540,True
reijimate,1,2015,418340,True
reijimate,1,2015,234710,True
reijimate,1,2015,304050,True
reijimate,1,2015,31280,False
reijimate,1,2015,104700,False
reijimate,1,2015,730,False
76561198022149086,1,2015,376140,True
76561198022149086,1,2015,346010,True
76561198022149086,1,2015,1690,True
76561198022149086,1,2015,4760,True
76561198022149086,1,2015,268650,True
76561198022149086,1,2014,287450,True
76561198022149086,1,2014,48700,True
adrianhogan,2,2015,374570,True
OneandOnlySwagKing,1,2013,57300,True
gedehamsen08,0,2015,237310,True
gedehamsen08,0,2013,4000,True
76561198036950468,1,2014,440,True
Gee3332,1,2014,226700,True
Gee3332,1,2014,218620,True
Gee3332,1,2014,550,True
Gee3332,1,2014,206420,True
godberry,1,2015,330840,False
godberry,1,2015,239350,True
godberry,1,2015,203160,True
godberry,1,2014,239200,False
godberry,1,2013,205100,True
godberry,1,2013,203810,True
shumting,2,2015,363970,True
fakesmg4,0,2015,51100,True
fakesmg4,0,2015,107900,False
fakesmg4,0,2015,224600,True
fakesmg4,0,2015,222880,True
fakesmg4,0,2015,107410,False
generalbutface,1,2013,224540,True
HourlyCookie,1,2014,22380,True
HourlyCookie,1,2014,570,True
76561198001508595,1,2015,550,True
cheeley,1,2014,224500,True
geoskio,1,2014,4000,True
geoskio,1,2013,440,True
76561198086545438,1,2015,335330,False
76561198049424642,0,2015,253710,False
76561198049424642,0,2014,70,True
76561198046976160,2,2014,105450,True
76561198046976160,2,2014,250320,True
GEORGEOUSCZ,1,2011,21970,True
76561198134334226,1,2015,271590,True
76561198134334226,1,2015,233450,True
76561198062915082,1,2015,349480,True
xXGeronimo,0,2014,207610,True
xXGeronimo,0,2014,211400,True
76561198067914627,1,2015,34330,True
76561198067914627,1,2014,218620,True
76561198067914627,1,2014,4000,True
76561198067914627,1,2015,91310,True
76561198067914627,1,2015,216250,True
76561198067914627,1,2015,377160,True
76561198085432440,1,2014,242760,True
9k42c60d,2,2015,730,True
9k42c60d,2,2015,239220,False
9k42c60d,2,2014,301520,True
9k42c60d,2,2015,22330,True
9k42c60d,2,2015,3590,True
9k42c60d,2,2015,221260,True
9k42c60d,2,2014,440,True
76561198051582488,2,2014,221100,True
76561198051582488,2,2015,72850,True
76561198135174028,1,2015,206500,True
76561198073209907,1,2014,243870,True
76561198073209907,1,2015,219740,True
regalgjblue,1,2015,300,True
76561198079463900,1,2014,33440,True
76561198079463900,1,2015,313160,True
tjwellman,1,2013,440,True
tjwellman,1,2013,204360,True
jon4hh,1,2015,730,True
76561198072365224,2,2014,43160,True
76561198072365224,2,2014,208090,True
76561198080302623,1,2015,236390,True
76561198080302623,1,2014,209870,False
76561198080302623,1,2013,440,True
76561198080302623,1,2014,218230,False
76561198080302623,1,2014,91310,False
76561198080302623,1,2014,24200,True
76561198080302623,1,2014,200210,True
thekangacommando,1,2014,244850,True
thekangacommando,1,2013,8190,True
76561198020361485,1,2014,233130,True
chillio,2,2014,730,True
76561198049946995,1,2014,242050,True
76561198049946995,1,2014,34330,True
76561198049946995,1,2014,244850,True
76561198089355998,1,2015,570,True
76561198081717091,2,2014,570,True
123232343432555686888554456555,2,2014,274940,True
The_GLaDOS_Gamer,1,2014,620,True
The_GLaDOS_Gamer,1,2014,4000,True
The_GLaDOS_Gamer,1,2015,317400,True
The_GLaDOS_Gamer,1,2014,265930,True
The_GLaDOS_Gamer,1,2014,440,True
GLADTOHELP,2,2015,227300,True
GLADTOHELP,2,2015,107410,True
Smiley_Riley02,1,2014,221100,True
Smiley_Riley02,1,2014,263440,True
76561198065212900,1,2015,295110,True
76561198065212900,1,2013,730,True
76561198065212900,1,2013,236390,True
76561198069082998,1,2015,730,False
76561198069082998,1,2015,222880,False
buddy2k6,2,2014,236090,True
buddy2k6,2,2014,22370,True
buddy2k6,2,2013,105600,True
76561198092989777,1,2015,290140,True
76561198092989777,1,2015,211820,True
76561198092989777,1,2015,250420,True
gmaster5510,1,2015,377330,True
76561198031693155,2,2015,251570,True
ratgnomekingkeem,1,2014,24240,True
ratgnomekingkeem,1,2014,221640,True
ratgnomekingkeem,1,2014,38740,True
ratgnomekingkeem,1,2014,305260,False
ratgnomekingkeem,1,2014,302380,True
ratgnomekingkeem,1,2014,304930,True
ratgnomekingkeem,1,2014,218230,True
ratgnomekingkeem,1,2014,209870,False
ratgnomekingkeem,1,2014,65790,True
skylordjosh,2,2014,72850,True
adenkennelly,1,2015,221100,True
adenkennelly,1,2013,220240,True
gohardinthebrown,1,2014,221100,False
76561198057307730,1,2015,730,True
76561198065695402,0,2014,250600,True
Jellyyfishy,1,2014,24740,True
76561198052489047,1,2014,298630,True
76561198061021230,1,2014,321300,True
76561198061021230,1,2014,233250,False
76561198061021230,1,2014,9200,True
76561198061021230,1,2014,252490,False
76561198104750935,1,2014,1840,True
76561198070621937,2,2014,319510,True
76561198083801480,0,2014,570,True
76561198083801480,0,2013,440,True
76561198079641567,1,2015,345650,True
Khaooschannel,1,2015,232090,True
Khaooschannel,1,2014,247730,True
Khaooschannel,1,2014,55230,True
DarkDwaler,1,2015,322330,True
DarkDwaler,1,2014,104900,True
azza213,1,2015,295110,True
lividos,2,2015,310560,True
lividos,2,2014,221100,True
76561198085686437,2,2014,17480,True
76561198083941171,0,2015,261180,True
76561198042535860,0,2012,730,True
76561198050452751,1,2015,218620,False
76561198050452751,1,2014,252490,True
76561198080070794,2,2015,218620,True
76561198080070794,2,2014,208090,True
76561198080070794,2,2014,730,True
76561198089724894,0,2015,730,True
halofan360,2,2015,200510,True
halofan360,2,2015,214770,True
dapperlook,2,2014,440,True
76561198131417376,1,2015,231740,True
76561198075435799,2,2015,105600,True
76561198054691172,1,2014,244850,True
foxlets,2,2013,207610,True
foxlets,2,2013,47890,True
foxlets,2,2013,226740,True
foxlets,2,2013,63710,True
foxlets,2,2013,38900,True
foxlets,2,2011,105600,True
goose01,2,2015,211820,True
76561198057453677,1,2014,238460,True
76561198057453677,1,2014,249050,True
76561198057453677,1,2013,109600,True
76561198057453677,1,2013,238960,True
76561198057453677,1,2013,570,True
76561198077294556,1,2015,330840,True
76561198077294556,1,2015,570,True
76561198077294556,1,2015,203160,True
76561198077294556,1,2015,319630,True
theghostofbowie,1,2014,243870,True
theghostofbowie,1,2014,236390,True
76561198057970914,1,2015,219640,True
76561198057970914,1,2015,311210,False
76561198057970914,1,2015,214490,True
76561198057970914,1,2014,230410,True
76561198057970914,1,2014,218230,True
76561198057970914,1,2014,39120,True
76561198057970914,1,2014,238960,True
ebil6177,1,2015,313120,True
ebil6177,1,2013,440,True
76561198074508314,1,2015,250340,False
76561198074508314,1,2013,212800,True
Vyndoril,1,2013,7730,True
chamith,2,2015,730,True
WaddleDaisy,1,2015,282900,True
Rotomaniac,0,2014,332070,True
Rotomaniac,0,2015,290140,False
Rotomaniac,0,2015,387860,True
SIEGHEILGRAMMAR,1,2015,338163,False
